9.0	-500740.0
9.0625	-499966.0
9.125	-498216.0
9.14063	-497642.0
9.14258	-497553.0
9.14648	-497339.0
9.14844	-497214.0
9.14868	-497197.0
9.14917	-497156.0
9.14941	-497134.0
9.14944	-497131.0
9.14951	-497124.0
9.14954	-497120.0
9.14954	-497120.0
9.14955	-497119.0
9.14955	-497118.0
9.14956	-497117.0
9.14956	-497116.0
9.14957	-497115.0
9.14957	-497114.0
9.14958	-497113.0
9.14959	-497112.0
9.14959	-497111.0
9.1496	-497110.0
9.1496	-497108.0
9.14961	-497107.0
9.14962	-497105.0
9.14962	-497104.0
9.14963	-497102.0
9.14963	-497101.0
9.14964	-497099.0
9.14964	-497098.0
9.14965	-497095.0
9.14965	-497094.0
9.14966	-497092.0
9.14967	-497090.0
9.14967	-497088.0
9.14968	-497086.0
9.14968	-497084.0
9.14969	-497082.0
9.1497	-497079.0
9.1497	-497078.0
9.14971	-497075.0
9.14971	-497073.0
9.14972	-497070.0
9.14972	-497068.0
9.14973	-497065.0
9.14973	-497063.0
9.14974	-497060.0
9.14975	-497058.0
9.14975	-497055.0
9.14976	-497053.0
9.14977	-497049.0
9.14977	-497047.0
9.14978	-497043.0
9.14978	-497041.0
9.14979	-497037.0
9.14979	-497035.0
9.1498	-497031.0
9.1498	-497029.0
9.14981	-497024.0
9.14981	-497022.0
9.14982	-497018.0
9.14983	-497016.0
9.14983	-497011.0
9.14984	-497009.0
9.14985	-497004.0
9.14985	-497001.0
9.14986	-496997.0
9.14986	-496994.0
9.14987	-496989.0
9.14987	-496987.0
9.14988	-496981.0
9.14988	-496979.0
9.14989	-496973.0
9.14989	-496971.0
9.1499	-496965.0
9.14991	-496963.0
9.14991	-496957.0
9.14992	-496954.0
9.14993	-496948.0
9.14994	-496937.0
9.14996	-496919.0
9.15001	-496883.0
9.1501	-496809.0
9.15028	-496661.0
9.15065	-496362.0
9.15138	-495756.0
9.15285	-494531.0
9.15578	-492051.0
9.16164	-487034.0
9.17336	-476874.0
9.19679	-456269.0
9.20851	-445815.0
9.21437	-440510.0
9.22609	-429736.0
9.24953	-407826.0
9.26125	-396682.0
9.28468	-373980.0
9.2964	-362415.0
9.31984	-338819.0
9.32277	-335812.0
9.32423	-334278.0
9.32442	-334083.0
9.32478	-333685.0
9.32497	-333482.0
9.32497	-333482.0
9.32497	-333482.0
9.32497	-333482.0
9.32498	-333481.0
9.32498	-333481.0
9.32498	-333481.0
9.32498	-333481.0
9.32498	-333480.0
9.32499	-333480.0
9.32499	-333479.0
9.32499	-333479.0
9.32499	-333478.0
9.32499	-333478.0
9.325	-333477.0
9.325	-333477.0
9.325	-333476.0
9.325	-333475.0
9.325	-333474.0
9.32501	-333474.0
9.32501	-333473.0
9.32501	-333472.0
9.32501	-333471.0
9.32502	-333470.0
9.32502	-333469.0
9.32502	-333468.0
9.32502	-333467.0
9.32502	-333466.0
9.32503	-333464.0
9.32503	-333463.0
9.32503	-333462.0
9.32503	-333461.0
9.32504	-333459.0
9.32504	-333458.0
9.32504	-333456.0
9.32504	-333455.0
9.32504	-333453.0
9.32504	-333452.0
9.32505	-333450.0
9.32505	-333448.0
9.32505	-333446.0
9.32505	-333445.0
9.32506	-333442.0
9.32506	-333441.0
9.32506	-333439.0
9.32506	-333437.0
9.32507	-333435.0
9.32507	-333433.0
9.32507	-333431.0
9.32507	-333429.0
9.32507	-333426.0
9.32508	-333425.0
9.32508	-333422.0
9.32508	-333420.0
9.32508	-333417.0
9.32508	-333416.0
9.32509	-333412.0
9.32509	-333411.0
9.32509	-333407.0
9.32509	-333406.0
9.3251	-333402.0
9.3251	-333400.0
9.3251	-333397.0
9.3251	-333395.0
9.3251	-333391.0
9.32511	-333389.0
9.32511	-333386.0
9.32511	-333384.0
9.32511	-333380.0
9.32511	-333378.0
9.32512	-333374.0
9.32512	-333372.0
9.32512	-333368.0
9.32512	-333365.0
9.32512	-333361.0
9.32513	-333359.0
9.32513	-333355.0
9.32513	-333352.0
9.32513	-333348.0
9.32514	-333346.0
9.32514	-333341.0
9.32514	-333339.0
9.32514	-333334.0
9.32514	-333331.0
9.32515	-333327.0
9.32515	-333324.0
9.32515	-333319.0
9.32515	-333317.0
9.32516	-333312.0
9.32516	-333309.0
9.32516	-333304.0
9.32516	-333301.0
9.32516	-333296.0
9.32516	-333293.0
9.32517	-333288.0
9.32517	-333277.0
9.32518	-333271.0
9.32518	-333260.0
9.32519	-333237.0
9.32522	-333192.0
9.32526	-333099.0
9.32535	-332913.0
9.32554	-332535.0
9.3259	-331774.0
9.32664	-330221.0
9.32773	-327869.0
9.32993	-323121.0
9.33433	-313534.0
9.34311	-294175.0
9.36069	-255068.0
9.39585	-176018.0
9.46616	-16070.0
9.60679	102192.0
9.88804	102784.0
10.3099	104132.0
10.9427	106972.0
11.8919	112879.0
12.8919	120857.0
13.8919	130559.0
14.8919	141964.0
15.8919	155049.0
16.8919	169791.0
17.8919	186165.0
18.8919	204146.0
19.8919	223703.0
20.8919	243806.0
21.8919	263820.0
22.8919	285165.0
23.8919	307827.0
24.8919	330831.0
25.8919	354047.0
26.8919	377123.0
27.8919	401332.0
28.8919	426647.0
29.8919	453042.0
30.8919	480495.0
31.8919	508798.0
32.8919	536871.0
33.8919	565201.0
34.8919	594522.0
35.8919	624808.0
36.8919	655848.0
37.8919	687531.0
38.8919	720127.0
39.8919	753614.0
40.8919	787993.0
41.8919	822972.0
42.8919	858753.0
43.8919	895408.0
44.8919	520298.0
45.0445	524638.0
45.1177	526371.0
45.2641	530193.0
45.3092	531291.0
45.3993	533475.0
45.5796	537716.0
45.9401	546017.0
46.4383	557598.0
47.1856	575368.0
47.2591	577103.0
47.4062	580579.0
47.6269	585815.0
48.0682	596362.0
48.9509	614385.0
49.9509	631492.0
50.9509	648699.0
51.9509	664929.0
52.9509	681398.0
53.9509	697909.0
54.9509	714664.0
55.9509	731686.0
56.6661	744002.0
57.6661	462123.0
58.6661	479298.0
58.9661	484440.0
59.1493	487605.0
59.2635	489585.0
59.4919	493712.0
59.6668	496736.0
60.0166	502829.0
60.7163	515209.0
60.9736	519793.0
61.1287	522567.0
61.2249	524289.0
61.4172	527902.0
61.8019	534789.0
62.5714	548760.0
62.61	549465.0
62.6679	550520.0
62.7836	392443.0
62.9572	394488.0
63.3044	398598.0
63.9989	406814.0
64.9989	418664.0
65.2198	421253.0
65.3502	422787.0
65.4302	423729.0
65.5903	425862.0
65.9105	429653.0
66.5509	437224.0
67.5509	448937.0
67.7666	451477.0
67.8925	452963.0
67.9693	453869.0
68.1227	456040.0
68.4297	459652.0
68.5947	461602.0
68.6784	462590.0
68.8456	351644.0
69.1802	354421.0
69.8493	360142.0
70.5482	366221.0
71.5482	375051.0
72.5482	383817.0
72.5959	384227.0
72.6675	384838.0
72.8107	308118.0
73.0971	309796.0
73.6698	313268.0
74.5186	318562.0
74.5586	318813.0
74.6186	319503.0
74.7087	320056.0
74.8437	320887.0
75.1138	322543.0
75.6541	325879.0
76.6541	332095.0
76.8678	333406.0
76.9034	333624.0
76.9745	274903.0
77.0812	275308.0
77.2946	276175.0
77.7214	278030.0
78.575	281862.0
78.8493	283133.0
78.9939	283805.0
79.0885	284244.0
79.1376	248930.0
79.1376	248474.0
79.1376	247826.0
79.1376	247294.0
79.1376	244129.0
79.1376	242805.0
79.1376	233962.0
79.1376	230185.0
79.1376	224377.0
79.1376	220329.0
79.1376	216435.0
79.1376	216333.0
79.1376	216317.0
79.1376	217420.0
79.1376	206885.0
79.1376	193928.0
79.1376	185596.0
79.1376	181333.0
79.1376	179658.0
79.1376	179179.0
79.1376	179082.0
79.1376	179068.0
79.1377	179066.0
79.1377	179066.0
79.1377	179066.0
79.1377	179066.0
79.1378	179066.0
79.1379	179065.0
79.138	179064.0
79.1383	179063.0
79.1386	179060.0
79.1391	179056.0
79.1399	179050.0
79.1414	179035.0
79.1437	179013.0
79.1471	178980.0
79.1523	178933.0
79.16	178869.0
79.1755	178770.0
79.2064	178644.0
79.2683	178530.0
79.392	178493.0
79.6394	178628.0
80.1342	179161.0
81.1239	180643.0
82.1239	182373.0
83.1239	184225.0
84.1239	186160.0
85.1239	188130.0
86.1239	190113.0
87.1239	192110.0
88.1239	194113.0
89.1239	196117.0
90.1239	198134.0
91.1239	200143.0
92.1239	202092.0
93.1239	204037.0
94.1239	205980.0
95.1239	207921.0
96.1239	209861.0
97.1239	211795.0
98.1239	213735.0
99.1239	215661.0
100.124	217573.0
101.124	219484.0
102.124	221375.0
102.449	221990.0
102.658	222382.0
103.074	223169.0
103.144	223289.0
103.186	223363.0
103.209	223401.0
103.209	223541.0
103.209	223565.0
103.209	223562.0
103.209	223562.0
103.209	223562.0
103.209	223562.0
103.209	223562.0
103.209	223562.0
103.209	223562.0
103.209	223562.0
103.209	223562.0
103.209	223563.0
103.209	223563.0
103.209	223564.0
103.21	223564.0
103.211	223566.0
103.213	223569.0
103.215	223573.0
103.219	223579.0
