9.0	-364699.0
9.0625	-364150.0
9.07813	-363939.0
9.09375	-363547.0
9.11719	-362455.0
9.12598	-361977.0
9.12708	-361909.0
9.12927	-361755.0
9.13037	-361669.0
9.13051	-361657.0
9.13078	-361631.0
9.13092	-361617.0
9.13099	-361610.0
9.13102	-361606.0
9.13104	-361604.0
9.13105	-361603.0
9.13107	-361600.0
9.1311	-361595.0
9.13117	-361584.0
9.13131	-361561.0
9.13158	-361513.0
9.13213	-361413.0
9.13323	-361204.0
9.13543	-360766.0
9.13982	-359816.0
9.14641	-358273.0
9.1563	-355864.0
9.16124	-354611.0
9.16372	-353959.0
9.16403	-353874.0
9.16464	-353699.0
9.16495	-353608.0
9.16499	-353597.0
9.16507	-353572.0
9.16511	-353560.0
9.16511	-353560.0
9.16511	-353560.0
9.16511	-353560.0
9.16512	-353559.0
9.16512	-353559.0
9.16513	-353558.0
9.16514	-353558.0
9.16514	-353558.0
9.16515	-353557.0
9.16515	-353556.0
9.16516	-353556.0
9.16516	-353555.0
9.16517	-353554.0
9.16517	-353553.0
9.16518	-353553.0
9.16519	-353551.0
9.16519	-353551.0
9.1652	-353549.0
9.1652	-353549.0
9.16521	-353547.0
9.16521	-353546.0
9.16522	-353545.0
9.16522	-353544.0
9.16523	-353542.0
9.16523	-353541.0
9.16524	-353539.0
9.16524	-353538.0
9.16525	-353536.0
9.16525	-353535.0
9.16526	-353532.0
9.16527	-353531.0
9.16527	-353529.0
9.16528	-353528.0
9.16528	-353525.0
9.1653	-353520.0
9.16533	-353509.0
9.16539	-353486.0
9.1655	-353441.0
9.16573	-353346.0
9.1662	-353153.0
9.16712	-352758.0
9.16898	-351948.0
9.17268	-350288.0
9.1801	-346888.0
9.19493	-339910.0
9.2246	-325547.0
9.23943	-318148.0
9.24684	-314337.0
9.25055	-312374.0
9.25055	-312374.0
9.25056	-312374.0
9.25056	-312374.0
9.25056	-312374.0
9.25057	-312373.0
9.25057	-312373.0
9.25057	-312372.0
9.25057	-312372.0
9.25058	-312371.0
9.25058	-312371.0
9.25058	-312370.0
9.25059	-312370.0
9.25059	-312369.0
9.25059	-312368.0
9.2506	-312367.0
9.2506	-312367.0
9.2506	-312366.0
9.2506	-312365.0
9.25061	-312364.0
9.25061	-312363.0
9.25061	-312361.0
9.25062	-312361.0
9.25062	-312359.0
9.25062	-312358.0
9.25063	-312357.0
9.25063	-312356.0
9.25063	-312354.0
9.25063	-312353.0
9.25064	-312351.0
9.25064	-312350.0
9.25064	-312348.0
9.25065	-312347.0
9.25065	-312345.0
9.25065	-312344.0
9.25066	-312341.0
9.25066	-312340.0
9.25066	-312338.0
9.25066	-312336.0
9.25067	-312334.0
9.25067	-312332.0
9.25068	-312330.0
9.25068	-312328.0
9.25068	-312326.0
9.25068	-312324.0
9.25069	-312321.0
9.25069	-312320.0
9.25069	-312317.0
9.2507	-312315.0
9.2507	-312312.0
9.2507	-312310.0
9.25071	-312307.0
9.25071	-312305.0
9.25071	-312302.0
9.25071	-312300.0
9.25072	-312296.0
9.25072	-312295.0
9.25072	-312291.0
9.25073	-312283.0
9.25075	-312268.0
9.25078	-312237.0
9.25085	-312174.0
9.25098	-312046.0
9.25124	-311785.0
9.25176	-311256.0
9.2528	-310182.0
9.25489	-308000.0
9.25906	-303571.0
9.2674	-294578.0
9.28409	-276301.0
9.31746	-239105.0
9.33414	-220169.0
9.33415	-220169.0
9.33415	-220169.0
9.33416	-220169.0
9.33416	-220168.0
9.33416	-220168.0
9.33416	-220168.0
9.33416	-220168.0
9.33416	-220167.0
9.33417	-220167.0
9.33417	-220166.0
9.33417	-220166.0
9.33417	-220165.0
9.33417	-220165.0
9.33418	-220164.0
9.33418	-220164.0
9.33418	-220163.0
9.33418	-220163.0
9.33418	-220163.0
9.33418	-220162.0
9.33418	-220161.0
9.33418	-220161.0
9.33418	-220161.0
9.33418	-220160.0
9.33419	-220159.0
9.33419	-220159.0
9.33419	-220158.0
9.33419	-220158.0
9.33419	-220156.0
9.33419	-220156.0
9.33419	-220156.0
9.33419	-220155.0
9.3342	-220153.0
9.3342	-220153.0
9.3342	-220153.0
9.3342	-220152.0
9.3342	-220150.0
9.3342	-220150.0
9.3342	-220149.0
9.3342	-220148.0
9.3342	-220146.0
9.3342	-220146.0
9.33421	-220146.0
9.33421	-220145.0
9.33421	-220142.0
9.33421	-220142.0
9.33421	-220142.0
9.33421	-220140.0
9.33421	-220138.0
9.33421	-220138.0
9.33421	-220137.0
9.33422	-220136.0
9.33422	-220133.0
9.33422	-220133.0
9.33422	-220132.0
9.33422	-220131.0
9.33422	-220128.0
9.33422	-220128.0
9.33422	-220127.0
9.33422	-220126.0
9.33423	-220123.0
9.33423	-220123.0
9.33423	-220122.0
9.33423	-220120.0
9.33423	-220117.0
9.33423	-220117.0
9.33423	-220116.0
9.33423	-220114.0
9.33423	-220111.0
9.33424	-220104.0
9.33425	-220091.0
9.33427	-220064.0
9.3343	-220008.0
9.33438	-219895.0
9.33452	-219667.0
9.33482	-219205.0
9.3354	-218256.0
9.33628	-216814.0
9.33804	-213894.0
9.34068	-209405.0
9.34464	-202587.0
9.35256	-188782.0
9.3684	-160817.0
9.40008	-104129.0
9.46343	10952.1
9.59013	152817.0
9.78019	153144.0
10.0653	153830.0
10.4929	155234.0
11.1344	158015.0
12.0965	163593.0
13.0965	170867.0
14.0965	179591.0
15.0965	189681.0
16.0965	200802.0
17.0965	213269.0
18.0965	227062.0
19.0965	241619.0
20.0965	256864.0
21.0965	273314.0
22.0965	290568.0
23.0965	308861.0
24.0965	328046.0
25.0965	348197.0
26.0965	369292.0
27.0965	391117.0
28.0965	413867.0
29.0965	437470.0
30.0965	462085.0
31.0965	487592.0
32.0965	514035.0
33.0965	541614.0
34.0965	570006.0
35.0965	599411.0
36.0965	629753.0
37.0965	660880.0
38.0965	692402.0
38.8264	715703.0
38.8634	716889.0
38.919	718663.0
39.0301	445968.0
39.0454	446379.0
39.0685	446946.0
39.103	447757.0
39.1547	448937.0
