SOIL-1,8404,0,0,0,0,0,0,4980,NoValue
SOIL-1,1771,-1.31E-13,1,0,0.056954,0.979509,0,1664,NoValue
SOIL-1,1775,0.5,1.00042,0,0.556716,0.981142,0,1666,NoValue
SOIL-1,1779,1.5,1.0009,0,1.56334,0.996214,0,1668,NoValue
SOIL-1,1783,2.5,1.75077,0,2.56158,1.73715,0,1670,NoValue
SOIL-1,1787,2.9194,2,0,2.97816,1.98759,0,1672,NoValue
SOIL-1,1791,3.41985,3,0,3.47099,2.98853,0,1674,NoValue
SOIL-1,1795,3.5,3.09782,0,3.55137,3.08497,0,1676,NoValue
SOIL-1,1799,3.50498,4,0,3.55068,3.98764,0,1678,NoValue
SOIL-1,1803,3.50579,5,0,3.54835,4.98948,0,1680,NoValue
SOIL-1,1807,3.5,5.07209,0,3.54232,5.06167,0,1682,NoValue
SOIL-1,1811,3.49,6,0,3.5292,5.9909,0,1684,NoValue
SOIL-1,1815,3.48157,7,0,3.51816,6.99282,0,1686,NoValue
SOIL-1,1819,3.5,7.03412,0,3.5361,7.02658,0,1688,NoValue
SOIL-1,1823,3.51,8,0,3.54313,7.99419,0,1690,NoValue
SOIL-1,1827,3.51708,9,0,3.54647,8.99622,0,1692,NoValue
SOIL-1,1831,3.5,9.06234,0,3.52906,9.05838,0,1694,NoValue
SOIL-1,1835,3.49,10,0,3.51336,9.99402,0,1696,NoValue
SOIL-1,1840,3.5,11.0464,0,3.50209,11.043,0,1698,NoValue
