SOIL-1,8404,0,0,0,0,0,0,4980,NoValue
SOIL-1,1771,-1.37E-13,1,0,0.0743985,0.974291,0,1664,NoValue
SOIL-1,1775,0.5,1.0004,0,0.573312,0.977149,0,1666,NoValue
SOIL-1,1779,1.5,1.00071,0,1.5797,0.995727,0,1668,NoValue
SOIL-1,1783,2.5,1.69131,0,2.57551,1.67862,0,1670,NoValue
SOIL-1,1787,3.11376,2,0,3.18591,1.98689,0,1672,NoValue
SOIL-1,1791,3.5,2.48094,0,3.56578,2.46956,0,1674,NoValue
SOIL-1,1795,4.28069,3,0,4.34516,2.98525,0,1676,NoValue
SOIL-1,1799,4.5,3.20588,0,4.56051,3.19171,0,1678,NoValue
SOIL-1,1803,5.5,3.80616,0,5.56254,3.78837,0,1680,NoValue
SOIL-1,1807,5.71958,4,0,5.78061,3.98237,0,1682,NoValue
SOIL-1,1811,6.5,4.69429,0,6.55402,4.67526,0,1684,NoValue
SOIL-1,1815,6.74588,5,0,6.79869,4.98093,0,1686,NoValue
SOIL-1,1819,7.5,5.94456,0,7.54441,5.91959,0,1688,NoValue
SOIL-1,1823,7.53718,6,0,7.58142,5.97486,0,1690,NoValue
SOIL-1,1827,8.20218,7,0,8.22759,6.99243,0,1692,NoValue
SOIL-1,1831,8.5,7.45195,0,8.52635,7.44669,0,1694,NoValue
SOIL-1,1835,8.51,8,0,8.53547,7.99855,0,1696,NoValue
SOIL-1,1839,8.52515,9,0,8.5261,9.00464,0,1698,NoValue
SOIL-1,1840,8.5,9.14222,0,8.50098,9.14663,0,1698,NoValue
